,PLAYER,SEASON,TEAM,Cluster,MIN
2198,Alexander Johnson,2007-08,MIA,0,12.8
2199,Jacque Vaughn,2007-08,SAS,0,15.4
2200,Quinton Ross,2007-08,LAC,0,19.8
2201,Shelden Williams,2007-08,SAC,0,12.1
2202,Austin Croshere,2007-08,GSW,0,10.4
2203,Julian Wright,2007-08,NOH,0,11.2
2204,Melvin Ely,2007-08,NOH,0,11.9
2205,Ira Newble,2007-08,LAL,0,14.2
2206,Bobby Jones,2007-08,DEN,0,11.3
2207,Eddie Jones,2007-08,DAL,0,19.6
2208,Ronnie Price,2007-08,UTA,0,9.6
2209,Jared Jeffries,2007-08,NYK,3,18.1
2210,Arron Afflalo,2007-08,DET,0,12.9
2211,Devean George,2007-08,DAL,0,15.5
2212,Amir Johnson,2007-08,DET,0,12.3
2213,Malik Rose,2007-08,NYK,0,10.1
2214,Renaldo Balkman,2007-08,NYK,0,14.6
2215,Walter Herrmann,2007-08,DET,0,8.3
2216,Francisco Elson,2007-08,SEA,0,12.9
2217,Brian Skinner,2007-08,PHX,0,12.8
2218,Dan Gadzuric,2007-08,MIL,0,10.5
2219,Mardy Collins,2007-08,NYK,0,13.8
2220,Chuck Hayes,2007-08,HOU,0,19.9
2221,Jason Hart,2007-08,UTA,0,10.6
2222,DeSagana Diop,2007-08,NJN,0,16.4
2223,Yakhouba Diawara,2007-08,DEN,0,10.0
2224,Hilton Armstrong,2007-08,NOH,0,11.3
2225,Sergio Rodriguez,2007-08,POR,0,8.7
2226,Robert Horry,2007-08,SAS,0,12.9
2227,Darrell Armstrong,2007-08,NJN,0,11.0
2228,Ryan Hollins,2007-08,CHA,0,8.9
2229,Primoz Brezec,2007-08,TOR,0,9.5
2230,Jake Voskuhl,2007-08,MIL,0,8.8
2231,Ryan Bowen,2007-08,NOH,0,12.4
2232,Casey Jacobsen,2007-08,MEM,0,10.3
2233,Michael Ruffin,2007-08,MIL,0,13.7
2234,DJ Mbenga,2007-08,LAL,0,7.8
2235,Trenton Hassell,2007-08,NJN,0,12.3
2236,Adonal Foyle,2007-08,ORL,0,9.4
2237,Jason Collins,2007-08,MEM,0,15.8
2238,Chris Richard,2007-08,MIN,0,10.7
2239,Brian Scalabrine,2007-08,BOS,0,10.7
2240,Jarron Collins,2007-08,UTA,0,10.0
2241,Dwayne Jones,2007-08,CLE,0,8.4
2242,Dominic McGuire,2007-08,WAS,0,9.9
2243,Juwan Howard,2007-08,DAL,0,7.0
2244,Mario West,2007-08,ATL,0,4.2
2245,Dwyane Wade,2008-09,MIA,1,38.6
2246,LeBron James,2008-09,CLE,2,37.7
2247,Kobe Bryant,2008-09,LAL,2,36.1
2248,Dirk Nowitzki,2008-09,DAL,1,37.7
2249,Danny Granger,2008-09,IND,1,36.2
2250,Kevin Durant,2008-09,OKC,1,39.0
2251,Kevin Martin,2008-09,SAC,1,38.2
2252,Al Jefferson,2008-09,MIN,1,36.7
2253,Chris Paul,2008-09,NOH,2,38.5
2254,Carmelo Anthony,2008-09,DEN,1,34.5
2255,Chris Bosh,2008-09,TOR,1,38.0
2256,Brandon Roy,2008-09,POR,1,37.2
2257,Antawn Jamison,2008-09,WAS,1,38.2
2258,Tony Parker,2008-09,SAS,1,34.1
2259,Amar'e Stoudemire,2008-09,PHX,1,36.8
2260,Joe Johnson,2008-09,ATL,2,39.5
2261,Devin Harris,2008-09,NJN,1,36.1
2262,David West,2008-09,NOH,1,39.2
2263,Zach Randolph,2008-09,LAC,1,35.1
2264,Caron Butler,2008-09,WAS,1,38.6
2265,Vince Carter,2008-09,NJN,2,36.8
2266,Stephen Jackson,2008-09,GSW,2,39.6
2267,Ben Gordon,2008-09,CHI,1,36.6
2268,Dwight Howard,2008-09,ORL,2,35.7
2269,Paul Pierce,2008-09,BOS,1,37.5
2270,Al Harrington,2008-09,NYK,1,34.9
2271,Jamal Crawford,2008-09,GSW,1,38.1
2272,Yao Ming,2008-09,HOU,1,33.6
2273,Richard Jefferson,2008-09,MIL,1,35.8
2274,Jason Terry,2008-09,DAL,1,33.7
2275,Deron Williams,2008-09,UTA,1,36.8
2276,Tim Duncan,2008-09,SAS,1,33.7
2277,Rudy Gay,2008-09,MEM,1,37.3
2278,Pau Gasol,2008-09,LAL,2,37.0
2279,Andre Iguodala,2008-09,PHI,1,39.9
2280,Corey Maggette,2008-09,GSW,1,31.1
2281,O.J. Mayo,2008-09,MEM,1,38.1
2282,John Salmons,2008-09,CHI,1,37.5
2283,Richard Hamilton,2008-09,DET,1,34.0
2284,Ray Allen,2008-09,BOS,1,36.4
2285,LaMarcus Aldridge,2008-09,POR,1,37.1
2286,Josh Howard,2008-09,DAL,1,32.0
2287,Mo Williams,2008-09,CLE,1,35.0
2288,Shaquille O'Neal,2008-09,PHX,3,30.0
2289,Rashard Lewis,2008-09,ORL,1,36.2
2290,Chauncey Billups,2008-09,DEN,1,35.3
2291,Allen Iverson,2008-09,DET,1,36.7
2292,Nate Robinson,2008-09,NYK,1,29.8
2293,Metta World Peace,2008-09,HOU,1,35.5
2294,Mehmet Okur,2008-09,UTA,1,33.5
2295,Jason Richardson,2008-09,PHX,1,33.5
2296,Al Thornton,2008-09,LAC,1,37.4
2297,Hedo Turkoglu,2008-09,ORL,1,36.6
2298,Derrick Rose,2008-09,CHI,1,37.0
2299,Jameer Nelson,2008-09,ORL,1,31.2
2300,Gerald Wallace,2008-09,CHA,1,37.6
2301,Jeff Green,2008-09,OKC,1,36.8
2302,Andre Miller,2008-09,PHI,2,36.3
2303,Randy Foye,2008-09,MIN,1,35.6
2304,Charlie Villanueva,2008-09,MIL,1,26.9
2305,Eric Gordon,2008-09,LAC,1,34.3
2306,David Lee,2008-09,NYK,1,34.9
2307,Kevin Garnett,2008-09,BOS,1,31.1
2308,Steve Nash,2008-09,PHX,1,33.6
2309,Josh Smith,2008-09,ATL,1,35.1
2310,Manu Ginobili,2008-09,SAS,1,26.8
2311,Andrea Bargnani,2008-09,TOR,1,31.5
2312,Russell Westbrook,2008-09,OKC,2,32.5
2313,Thaddeus Young,2008-09,PHI,1,34.4
2314,JR Smith,2008-09,DEN,1,27.7
2315,T.J. Ford,2008-09,IND,1,30.5
2316,Baron Davis,2008-09,LAC,1,34.6
2317,Mike Bibby,2008-09,ATL,1,34.7
2318,Nene,2008-09,DEN,1,32.6
2319,Wilson Chandler,2008-09,NYK,1,33.4
2320,Kelenna Azubuike,2008-09,GSW,1,32.1
2321,Andrew Bynum,2008-09,LAL,1,28.9
2322,Troy Murphy,2008-09,IND,1,34.0
2323,Leandro Barbosa,2008-09,PHX,1,24.4
2324,Tayshaun Prince,2008-09,DET,1,37.3
2325,Raymond Felton,2008-09,CHA,1,37.6
2326,Luol Deng,2008-09,CHI,1,34.0
2327,Michael Beasley,2008-09,MIA,1,24.8
2328,Marvin Williams,2008-09,ATL,1,34.3
2329,Ronnie Brewer,2008-09,UTA,1,32.2
2330,Marquis Daniels,2008-09,IND,1,31.5
2331,Paul Millsap,2008-09,UTA,1,30.1
2332,Rodney Stuckey,2008-09,DET,1,31.9
2333,Ryan Gomes,2008-09,MIN,1,31.9
2334,Peja Stojakovic,2008-09,NOH,0,34.2
2335,Jermaine O'Neal,2008-09,MIA,1,29.8
2336,Boris Diaw,2008-09,CHA,1,34.0
2337,Emeka Okafor,2008-09,CHA,1,32.8
2338,Jarrett Jack,2008-09,IND,1,33.1
2339,Brook Lopez,2008-09,NJN,1,30.5
2340,Shawn Marion,2008-09,TOR,1,35.8
2341,Zydrunas Ilgauskas,2008-09,CLE,3,27.2
2342,Jose Calderon,2008-09,TOR,1,34.3
2343,Lou Williams,2008-09,PHI,1,23.7
2344,Travis Outlaw,2008-09,POR,1,27.7
2345,Luis Scola,2008-09,HOU,3,30.3
2346,Francisco Garcia,2008-09,SAC,1,30.4
2347,Ramon Sessions,2008-09,MIL,2,27.5
2348,Flip Murray,2008-09,ATL,1,24.7
2349,Rasheed Wallace,2008-09,DET,1,32.2
2350,Grant Hill,2008-09,PHX,1,29.8
2351,Raja Bell,2008-09,CHA,0,34.6
2352,Rajon Rondo,2008-09,BOS,2,33.0
2353,Marc Gasol,2008-09,MEM,3,30.7
2354,Brad Miller,2008-09,CHI,1,30.0
2355,Drew Gooden,2008-09,SAS,3,24.8
2356,Andris Biedrins,2008-09,GSW,1,30.0
2357,Roger Mason Jr.,2008-09,SAS,0,30.4
2358,D.J. Augustin,2008-09,CHA,1,26.5
2359,Delonte West,2008-09,CLE,1,33.6
2360,Rafer Alston,2008-09,ORL,1,31.8
2361,Kenyon Martin,2008-09,DEN,1,32.0
2362,Larry Hughes,2008-09,NYK,1,26.9
2363,Hakim Warrick,2008-09,MEM,3,24.7
2364,Andrei Kirilenko,2008-09,UTA,1,27.3
2365,Al Horford,2008-09,ATL,1,33.5
2366,Andres Nocioni,2008-09,SAC,1,26.2
2367,Spencer Hawes,2008-09,SAC,3,29.3
2368,Lamar Odom,2008-09,LAL,1,29.7
2369,Rasual Butler,2008-09,NOH,0,31.9
2370,Aaron Brooks,2008-09,HOU,0,25.0
2371,Chris Duhon,2008-09,NYK,1,36.8
2372,Kevin Love,2008-09,MIN,3,25.3
2373,Jason Thompson,2008-09,SAC,1,28.1
2374,Steve Blake,2008-09,POR,1,31.7
2375,Beno Udrih,2008-09,SAC,1,31.1
2376,Mike Conley,2008-09,MEM,1,30.6
2377,Nick Young,2008-09,WAS,0,22.4
2378,Tyrus Thomas,2008-09,CHI,1,27.5
2379,Anthony Parker,2008-09,TOR,1,33.0
2380,Udonis Haslem,2008-09,MIA,3,34.1
2381,Rudy Fernandez,2008-09,POR,1,25.6
2382,Marcus Camby,2008-09,LAC,3,31.1
2383,Matt Barnes,2008-09,PHX,1,27.0
2384,Quentin Richardson,2008-09,NYK,0,26.3
2385,Anthony Morrow,2008-09,GSW,0,22.6
2386,Craig Smith,2008-09,MIN,3,19.7
2387,Andray Blatche,2008-09,WAS,1,24.0
2388,Mario Chalmers,2008-09,MIA,1,32.0
2389,Derek Fisher,2008-09,LAL,1,29.8
2390,Linas Kleiza,2008-09,DEN,0,22.2
2391,Mike Miller,2008-09,MIN,1,32.3
2392,Kirk Hinrich,2008-09,CHI,1,26.2
2393,Sebastian Telfair,2008-09,MIN,1,27.9
2394,Keyon Dooling,2008-09,NJN,1,26.9
2395,Von Wafer,2008-09,HOU,0,19.4
2396,Michael Finley,2008-09,SAS,0,28.8
2397,Nenad Krstic,2008-09,OKC,3,24.8
2398,Antonio McDyess,2008-09,DET,3,30.1
2399,Luke Ridnour,2008-09,MIL,1,28.2
2400,Rashad McCants,2008-09,SAC,1,19.0
2401,C.J. Watson,2008-09,GSW,1,24.5
2402,Mickael Pietrus,2008-09,ORL,1,24.6
2403,Carl Landry,2008-09,HOU,3,21.3
2404,Daequan Cook,2008-09,MIA,0,24.4
2405,CJ Miles,2008-09,UTA,0,22.5
2406,Kyle Korver,2008-09,UTA,1,24.0
2407,Jason Kidd,2008-09,DAL,2,35.6
2408,James Posey,2008-09,NOH,1,28.5
2409,Trevor Ariza,2008-09,LAL,1,24.4
2410,Marco Belinelli,2008-09,GSW,0,21.0
2411,Greg Oden,2008-09,POR,3,21.5
2412,Tyson Chandler,2008-09,NOH,3,32.1
2413,Mike James,2008-09,WAS,1,27.0
2414,Jarvis Hayes,2008-09,NJN,0,24.8
2415,Yi Jianlian,2008-09,NJN,0,23.3
2416,Anderson Varejao,2008-09,CLE,3,28.5
2417,Eddie House,2008-09,BOS,0,18.3
2418,Kendrick Perkins,2008-09,BOS,3,29.6
2419,Tim Thomas,2008-09,CHI,1,19.5
2420,Brandon Bass,2008-09,DAL,3,19.4
2421,Willie Green,2008-09,PHI,0,22.6
2422,Courtney Lee,2008-09,ORL,0,25.2
2423,Charlie Bell,2008-09,MIL,0,25.5
2424,Matt Bonner,2008-09,SAS,0,23.8
2425,Nick Collison,2008-09,OKC,3,25.8
2426,Jason Kapono,2008-09,TOR,0,22.9
2427,Brandon Rush,2008-09,IND,0,24.0
2428,Anthony Randolph,2008-09,GSW,3,17.9
2429,Bobby Simmons,2008-09,NJN,0,24.4
2430,Daniel Gibson,2008-09,CLE,0,23.9
2431,J.J. Barea,2008-09,DAL,0,20.3
2432,Tony Allen,2008-09,BOS,0,19.3
2433,Marreese Speights,2008-09,PHI,3,16.0
2434,Leon Powe,2008-09,BOS,3,17.5
2435,Joey Graham,2008-09,TOR,3,19.8
2436,Kyle Lowry,2008-09,HOU,0,21.8
2437,Bobby Jackson,2008-09,SAC,0,20.9
2438,Ryan Anderson,2008-09,NJN,0,19.9
2439,Darius Songaila,2008-09,WAS,0,19.8
2440,Antoine Wright,2008-09,DAL,1,23.9
2441,Fred Jones,2008-09,LAC,1,28.8
2442,Shane Battier,2008-09,HOU,1,33.9
2443,Luc Mbah a Moute,2008-09,MIL,3,25.8
2444,Jamario Moon,2008-09,MIA,0,25.9
2445,Chris Wilcox,2008-09,NYK,3,16.9
2446,Will Bynum,2008-09,DET,0,14.1
2447,Rodney Carney,2008-09,MIN,0,17.9
2448,Maurice Evans,2008-09,ATL,0,23.0
2449,Roy Hibbert,2008-09,IND,3,14.4
2450,Wally Szczerbiak,2008-09,CLE,0,20.6
2451,Glen Davis,2008-09,BOS,3,21.5
2452,Steve Novak,2008-09,LAC,0,16.4
2453,Vladimir Radmanovic,2008-09,CHA,0,18.5
2454,Rasho Nesterovic,2008-09,IND,3,17.3
2455,Joakim Noah,2008-09,CHI,3,24.2
2456,Earl Watson,2008-09,OKC,1,26.1
2457,Joe Smith,2008-09,CLE,3,19.3
2458,JaVale McGee,2008-09,WAS,3,15.2
2459,Jordan Farmar,2008-09,LAL,0,18.3
2460,Samuel Dalembert,2008-09,PHI,3,24.8
2461,Chris Andersen,2008-09,DEN,3,20.6
2462,Zaza Pachulia,2008-09,ATL,3,19.1
2463,Jeff Foster,2008-09,IND,3,24.7
2464,JJ Redick,2008-09,ORL,0,17.4
2465,Ronny Turiaf,2008-09,GSW,3,21.5
2466,Thabo Sefolosha,2008-09,OKC,0,22.0
2467,Jason Maxiell,2008-09,DET,3,18.0
2468,Sasha Vujacic,2008-09,LAL,0,16.2
2469,George Hill,2008-09,SAS,0,16.5
2470,Erick Dampier,2008-09,DAL,3,22.9
2471,Mike Taylor,2008-09,LAC,0,15.1
2472,Keith Bogans,2008-09,MIL,0,19.6
2473,Darrell Arthur,2008-09,MEM,3,19.3
2474,Jared Dudley,2008-09,PHX,0,17.0
2475,Joel Przybilla,2008-09,POR,3,23.8
2476,Darko Milicic,2008-09,MEM,3,17.0
2477,Dahntay Jones,2008-09,DEN,3,18.0
2478,Stephen Graham,2008-09,IND,0,13.2
2479,Nicolas Batum,2008-09,POR,0,18.4
2480,Kyle Weaver,2008-09,OKC,0,20.8
2481,Damien Wilkins,2008-09,OKC,0,15.5
2482,Bobby Brown,2008-09,MIN,0,13.7
2483,Jared Jeffries,2008-09,NYK,3,23.4
2484,Anthony Carter,2008-09,DEN,0,22.9
2485,Anthony Johnson,2008-09,ORL,0,18.5
2486,Mardy Collins,2008-09,LAC,0,18.5
2487,Juan Dixon,2008-09,WAS,0,16.3
2488,Devin Brown,2008-09,NOH,0,13.8
2489,Chris Quinn,2008-09,MIA,0,14.6
2490,James Singleton,2008-09,DAL,3,14.3
2491,Javaris Crittenton,2008-09,WAS,0,18.6
2492,Luke Walton,2008-09,LAL,0,17.9
2493,Renaldo Balkman,2008-09,DEN,0,14.7
2494,Will Solomon,2008-09,SAC,0,13.4
2495,Chris Douglas-Roberts,2008-09,NJN,0,13.3
2496,Arron Afflalo,2008-09,DET,0,16.7
2497,Tony Battie,2008-09,ORL,0,15.6
2498,Hilton Armstrong,2008-09,NOH,0,15.6
2499,Joe Alexander,2008-09,MIL,0,12.1
2500,Kosta Koufos,2008-09,UTA,0,11.8
2501,Sasha Pavlovic,2008-09,CLE,0,16.0
2502,Dominic McGuire,2008-09,WAS,3,26.2
2503,Goran Dragic,2008-09,PHX,0,13.2
2504,Sergio Rodriguez,2008-09,POR,0,15.3
2505,Morris Peterson,2008-09,NOH,0,12.0
2506,Matt Harpring,2008-09,UTA,0,11.0
2507,Julian Wright,2008-09,NOH,0,14.3
2508,Kurt Thomas,2008-09,SAS,0,17.8
2509,Ime Udoka,2008-09,SAS,0,15.5
2510,DeAndre Jordan,2008-09,LAC,3,14.6
2511,Jerryd Bayless,2008-09,POR,0,12.4
2512,Lou Amundson,2008-09,PHX,3,13.7
2513,Shannon Brown,2008-09,LAL,0,9.9
2514,Brian Skinner,2008-09,LAC,3,16.5
2515,Kwame Brown,2008-09,DET,0,17.2
2516,Roko Ukic,2008-09,TOR,0,12.4
2517,Channing Frye,2008-09,POR,0,11.8
2518,Josh Powell,2008-09,LAL,0,11.7
2519,Josh Boone,2008-09,NJN,3,16.0
2520,Tyronn Lue,2008-09,ORL,0,11.8
2521,Shelden Williams,2008-09,MIN,3,11.4
2522,Juwan Howard,2008-09,CHA,0,11.2
2523,Antonio Daniels,2008-09,NOH,0,13.8
2524,Dan Gadzuric,2008-09,MIL,0,14.0
2525,Kevin Ollie,2008-09,MIN,0,17.0
2526,Adam Morrison,2008-09,LAL,0,13.7
2527,Ronnie Price,2008-09,UTA,0,14.2
2528,JJ Hickson,2008-09,CLE,0,11.4
2529,Mikki Moore,2008-09,BOS,0,17.2
2530,Quinton Ross,2008-09,MEM,0,17.1
2531,Donte Greene,2008-09,SAC,0,13.2
2532,Walter Herrmann,2008-09,DET,0,10.7
2533,Marcin Gortat,2008-09,ORL,0,12.6
2534,Travis Diener,2008-09,IND,0,13.1
2535,Brent Barry,2008-09,HOU,0,15.3
2536,Trenton Hassell,2008-09,NJN,0,20.6
2537,Aaron Gray,2008-09,CHI,0,12.8
2538,Amir Johnson,2008-09,DET,0,14.7
2539,Devean George,2008-09,DAL,0,16.5
2540,Francisco Elson,2008-09,MIL,0,16.6
2541,Yakhouba Diawara,2008-09,MIA,0,13.5
2542,Reggie Evans,2008-09,PHI,0,14.4
2543,Johan Petro,2008-09,DEN,0,11.4
2544,Sean Marks,2008-09,NOH,0,14.0
2545,Malik Allen,2008-09,MIL,0,11.8
2546,Ryan Hollins,2008-09,DAL,0,9.9
2547,Robin Lopez,2008-09,PHX,0,10.2
2548,Solomon Jones,2008-09,ATL,0,10.7
2549,Matt Carroll,2008-09,DAL,0,11.2
2550,Royal Ivey,2008-09,PHI,0,12.1
2551,Brian Cardinal,2008-09,MIN,0,14.2
2552,Ben Wallace,2008-09,CLE,3,23.5
2553,Acie Law,2008-09,ATL,0,10.2
2554,Jamaal Magloire,2008-09,MIA,0,12.9
2555,Bruce Bowen,2008-09,SAS,0,18.8
2556,Fabricio Oberto,2008-09,SAS,0,12.5
2557,Marko Jaric,2008-09,MEM,0,11.4
2558,Greg Buckner,2008-09,MEM,0,13.9
2559,Brevin Knight,2008-09,UTA,0,12.7
2560,DeSagana Diop,2008-09,CHA,0,13.8
2561,Joel Anthony,2008-09,MIA,0,16.1
2562,Tarence Kinsey,2008-09,CLE,0,5.5
2563,Gabe Pruitt,2008-09,BOS,0,7.8
2564,Theo Ratliff,2008-09,PHI,0,12.6
2565,Darnell Jackson,2008-09,CLE,0,8.4
2566,Chuck Hayes,2008-09,HOU,0,12.1
2567,Mario West,2008-09,ATL,0,5.1
2568,Kevin Durant,2009-10,OKC,1,39.5
2569,LeBron James,2009-10,CLE,2,39.0
2570,Carmelo Anthony,2009-10,DEN,1,38.2
2571,Kobe Bryant,2009-10,LAL,1,38.8
2572,Dwyane Wade,2009-10,MIA,1,36.3
2573,Monta Ellis,2009-10,GSW,1,41.4
2574,Dirk Nowitzki,2009-10,DAL,2,37.5
2575,Danny Granger,2009-10,IND,1,36.7
2576,Chris Bosh,2009-10,TOR,1,36.1
2577,Amar'e Stoudemire,2009-10,PHX,1,34.6
2578,Brandon Roy,2009-10,POR,1,37.2
2579,Joe Johnson,2009-10,ATL,1,38.0
2580,Derrick Rose,2009-10,CHI,1,36.8
2581,Zach Randolph,2009-10,MEM,1,37.7
2582,Stephen Jackson,2009-10,CHA,1,38.6
2583,Kevin Martin,2009-10,HOU,1,35.5
2584,David Lee,2009-10,NYK,2,37.3
2585,Tyreke Evans,2009-10,SAC,2,37.2
2586,Corey Maggette,2009-10,GSW,1,29.7
2587,Rudy Gay,2009-10,MEM,1,39.7
2588,Aaron Brooks,2009-10,HOU,1,35.6
2589,Chauncey Billups,2009-10,DEN,1,34.1
2590,Carlos Boozer,2009-10,UTA,1,34.3
2591,David West,2009-10,NOH,1,36.4
2592,Brook Lopez,2009-10,NJN,1,36.9
2593,Antawn Jamison,2009-10,CLE,1,36.5
2594,Chris Paul,2009-10,NOH,2,38.1
2595,Deron Williams,2009-10,UTA,1,36.9
2596,Chris Kaman,2009-10,LAC,1,34.3
2597,Dwight Howard,2009-10,ORL,1,34.7
2598,Pau Gasol,2009-10,LAL,1,37.0
2599,Paul Pierce,2009-10,BOS,1,34.0
2600,Gerald Wallace,2009-10,CHA,1,41.0
2601,Richard Hamilton,2009-10,DET,1,33.7
2602,Jamal Crawford,2009-10,ATL,1,31.1
2603,Tim Duncan,2009-10,SAS,1,31.3
2604,LaMarcus Aldridge,2009-10,POR,1,37.5
2605,Al Harrington,2009-10,NYK,1,30.5
2606,Luol Deng,2009-10,CHI,1,37.9
2607,Stephen Curry,2009-10,GSW,2,36.2
2608,O.J. Mayo,2009-10,MEM,1,38.0
2609,Andrea Bargnani,2009-10,TOR,1,35.0
2610,Al Jefferson,2009-10,MIN,1,32.4
2611,Andre Iguodala,2009-10,PHI,1,38.9
2612,Devin Harris,2009-10,NJN,1,34.7
2613,Eric Gordon,2009-10,LAC,1,36.0
2614,Carl Landry,2009-10,SAC,1,30.9
2615,Rodney Stuckey,2009-10,DET,1,34.2
2616,Jason Terry,2009-10,DAL,1,33.0
2617,Vince Carter,2009-10,ORL,1,30.8
2618,Manu Ginobili,2009-10,SAS,1,28.7
2619,Steve Nash,2009-10,PHX,1,32.8
2620,Ray Allen,2009-10,BOS,1,35.2
2621,Caron Butler,2009-10,DAL,1,37.6
2622,Luis Scola,2009-10,HOU,1,32.6
2623,Russell Westbrook,2009-10,OKC,2,34.3
2624,Tony Parker,2009-10,SAS,1,30.9
2625,Andrew Bogut,2009-10,MIL,1,32.3
2626,Mo Williams,2009-10,CLE,1,34.2
2627,Jason Richardson,2009-10,PHX,1,31.5
2628,Josh Smith,2009-10,ATL,2,35.4
2629,Brandon Jennings,2009-10,MIL,1,32.6
2630,JR Smith,2009-10,DEN,1,27.8
2631,John Salmons,2009-10,MIL,1,34.9
2632,Wilson Chandler,2009-10,NYK,1,35.7
2633,Baron Davis,2009-10,LAC,2,33.6
2634,Jeff Green,2009-10,OKC,1,37.1
2635,Danilo Gallinari,2009-10,NYK,1,33.9
2636,Andrew Bynum,2009-10,LAL,1,30.4
2637,Trevor Ariza,2009-10,HOU,2,36.5
2638,Michael Beasley,2009-10,MIA,1,29.8
2639,Marc Gasol,2009-10,MEM,1,35.8
2640,Troy Murphy,2009-10,IND,1,32.6
2641,Marcus Thornton,2009-10,NOH,1,25.6
2642,Kevin Garnett,2009-10,BOS,1,29.9
2643,Al Horford,2009-10,ATL,1,35.1
2644,Andray Blatche,2009-10,WAS,1,27.9
2645,Rashard Lewis,2009-10,ORL,1,32.9
2646,Kevin Love,2009-10,MIN,1,28.6
2647,Lou Williams,2009-10,PHI,1,29.9
2648,Andre Miller,2009-10,POR,1,30.5
2649,Nene,2009-10,DEN,1,33.6
2650,Thaddeus Young,2009-10,PHI,1,32.0
2651,Ben Gordon,2009-10,DET,1,27.9
2652,Rajon Rondo,2009-10,BOS,2,36.6
2653,Jermaine O'Neal,2009-10,MIA,3,28.4
2654,Mehmet Okur,2009-10,UTA,1,29.4
2655,Jonny Flynn,2009-10,MIN,1,28.9
2656,Tayshaun Prince,2009-10,DET,1,34.0
2657,Elton Brand,2009-10,PHI,3,30.2
2658,Anthony Morrow,2009-10,GSW,1,29.2
2659,Corey Brewer,2009-10,MIN,1,30.3
2660,Beno Udrih,2009-10,SAC,2,31.3
2661,Peja Stojakovic,2009-10,NOH,0,31.4
2662,Jameer Nelson,2009-10,ORL,1,28.6
2663,Jason Thompson,2009-10,SAC,1,31.4
2664,Courtney Lee,2009-10,NJN,0,33.5
2665,Darren Collison,2009-10,NOH,2,27.8
2666,George Hill,2009-10,SAS,1,29.2
2667,Richard Jefferson,2009-10,SAS,1,31.1
2668,Raymond Felton,2009-10,CHA,1,33.0
2669,Shaquille O'Neal,2009-10,CLE,3,23.4
2670,Mike Conley,2009-10,MEM,1,32.1
2671,Yi Jianlian,2009-10,NJN,1,31.8
2672,Shawn Marion,2009-10,DAL,1,31.8
2673,Rasual Butler,2009-10,LAC,0,33.0
2674,Charlie Villanueva,2009-10,DET,0,23.7
2675,Andrei Kirilenko,2009-10,UTA,1,29.0
2676,Anthony Tolliver,2009-10,GSW,3,31.0
2677,Roy Hibbert,2009-10,IND,3,25.1
2678,Paul Millsap,2009-10,UTA,3,27.8
2679,Kenyon Martin,2009-10,DEN,3,34.2
2680,Jarrett Jack,2009-10,TOR,1,27.4
2681,Hedo Turkoglu,2009-10,TOR,1,30.7
2682,Boris Diaw,2009-10,CHA,1,35.4
2683,Grant Hill,2009-10,PHX,1,30.0
2684,Channing Frye,2009-10,PHX,1,27.0
2685,Carlos Delfino,2009-10,MIL,1,30.4
2686,Metta World Peace,2009-10,LAL,1,33.8
2687,Ryan Gomes,2009-10,MIN,0,29.1
2688,Drew Gooden,2009-10,LAC,3,25.1
2689,Kirk Hinrich,2009-10,CHI,1,33.5
2690,Mike Miller,2009-10,WAS,1,33.4
2691,Lamar Odom,2009-10,LAL,1,31.5
2692,Joakim Noah,2009-10,CHI,1,30.1
2693,Al Thornton,2009-10,WAS,3,27.7
2694,Luke Ridnour,2009-10,MIL,1,21.4
2695,Ersan Ilyasova,2009-10,MIL,3,23.4
2696,Emeka Okafor,2009-10,NOH,1,28.9
2697,Jason Kidd,2009-10,DAL,2,36.0
2698,T.J. Ford,2009-10,IND,1,25.3
2699,Omri Casspi,2009-10,SAC,0,25.1
2700,Jose Calderon,2009-10,TOR,1,26.7
2701,C.J. Watson,2009-10,GSW,1,27.5
2702,Dahntay Jones,2009-10,IND,3,24.9
2703,Kendrick Perkins,2009-10,BOS,3,27.6
2704,Nate Robinson,2009-10,BOS,1,19.9
2705,Marvin Williams,2009-10,ATL,1,30.5
2706,Randy Foye,2009-10,WAS,1,23.8
2707,Spencer Hawes,2009-10,SAC,0,26.4
2708,Will Bynum,2009-10,DET,1,26.5
2709,Flip Murray,2009-10,CHI,1,22.3
2710,Mike Dunleavy,2009-10,IND,1,22.2
2711,James Harden,2009-10,OKC,1,22.9
2712,Udonis Haslem,2009-10,MIA,3,27.9
2713,CJ Miles,2009-10,UTA,1,23.8
2714,Chris Douglas-Roberts,2009-10,NJN,1,25.8
2715,Hakim Warrick,2009-10,CHI,3,20.5
2716,JJ Redick,2009-10,ORL,0,22.1
2717,Leandro Barbosa,2009-10,PHX,0,17.9
2718,Brandon Rush,2009-10,IND,0,30.4
2719,Tyrus Thomas,2009-10,CHA,3,22.6
2720,Wesley Matthews,2009-10,UTA,1,24.7
2721,Martell Webster,2009-10,POR,1,24.5
2722,Jonas Jerebko,2009-10,DET,0,27.9
2723,Brendan Haywood,2009-10,DAL,3,30.6
2724,Larry Hughes,2009-10,CHA,1,24.8
2725,Mike Bibby,2009-10,ATL,1,27.4
2726,Kyle Lowry,2009-10,HOU,1,24.3
2727,Rasheed Wallace,2009-10,BOS,1,22.5
2728,Taj Gibson,2009-10,CHI,3,26.9
2729,Quentin Richardson,2009-10,MIA,1,27.4
2730,Chase Budinger,2009-10,HOU,0,20.1
